ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Drink
2010-12-01 14:11:00,23.429678777047144,-77.82971892591729,109.6291377968461,23.429678777047144,23.429678777047144,-9.26574528702311,-9.26574528702311,-9.26574528702311,-4.757561480140711,-4.757561480140711,-4.757561480140711,-4.508183806882397,-4.508183806882397,-4.508183806882397,0.0,0.0,0.0,14.163933490024034,Iced Matcha Latte
2010-12-01 14:32:00,23.430845328693493,-74.13813700944175,102.29874978872563,23.430845328693493,23.430845328693493,-10.222069223802638,-10.222069223802638,-10.222069223802638,-5.7596723096480344,-5.7596723096480344,-5.7596723096480344,-4.462396914154602,-4.462396914154602,-4.462396914154602,0.0,0.0,0.0,13.208776104890855,Iced Matcha Latte
2010-12-01 16:01:00,23.43578928567087,-78.57604720061583,105.48947607246039,23.43578928567087,23.43578928567087,-10.917909079148709,-10.917909079148709,-10.917909079148709,-6.719385716961004,-6.719385716961004,-6.719385716961004,-4.198523362187703,-4.198523362187703,-4.198523362187703,0.0,0.0,0.0,12.517880206522163,Iced Matcha Latte
2010-12-01 16:11:00,23.436344786454846,-81.615288822754,104.95026298579073,23.436344786454846,23.436344786454846,-10.984960304562563,-10.984960304562563,-10.984960304562563,-6.822755216400361,-6.822755216400361,-6.822755216400361,-4.162205088162202,-4.162205088162202,-4.162205088162202,0.0,0.0,0.0,12.451384481892283,Iced Matcha Latte
2010-12-01 16:52:00,23.438622339669145,-81.20643889801957,106.9152041413586,23.438622339669145,23.438622339669145,-12.540646076236197,-12.540646076236197,-12.540646076236197,-8.540392618976062,-8.540392618976062,-8.540392618976062,-4.000253457260142,-4.000253457260142,-4.000253457260142,0.0,0.0,0.0,10.897976263432948,Iced Matcha Latte
2010-12-01 17:06:00,23.43940004076671,-81.97436643599394,94.5468577158608,23.43940004076671,23.43940004076671,-13.619522667176268,-13.619522667176268,-13.619522667176268,-9.679184799219188,-9.679184799219188,-9.679184799219188,-3.9403378679570866,-3.9403378679570866,-3.9403378679570866,0.0,0.0,0.0,9.819877373590442,Iced Matcha Latte
2010-12-01 17:22:00,23.44028884202107,-79.31843938589766,95.42208709329614,23.44028884202107,23.44028884202107,-15.105559626274681,-15.105559626274681,-15.105559626274681,-11.236440899324974,-11.236440899324974,-11.236440899324974,-3.8691187269497136,-3.8691187269497136,-3.8691187269497136,0.0,0.0,0.0,8.334729215746387,Iced Matcha Latte
2010-12-02 08:32:00,23.490839413362814,-44.49131487038908,123.44132294223654,23.490839413362814,23.490839413362814,18.049672816569622,18.049672816569622,18.049672816569622,16.589696309990455,16.589696309990455,16.589696309990455,1.4599765065791641,1.4599765065791641,1.4599765065791641,0.0,0.0,0.0,41.54051222993243,Iced Matcha Latte
2010-12-02 08:34:00,23.49095051351961,-48.978607758274514,137.1153661818637,23.49095051351961,23.49095051351961,17.928547588544564,17.928547588544564,17.928547588544564,16.46132467420651,16.46132467420651,16.46132467420651,1.4672229143380466,1.4672229143380466,1.4672229143380466,0.0,0.0,0.0,41.419498102064175,Iced Matcha Latte
2010-12-02 09:29:00,23.494005767831474,-61.79527829599756,125.33804614061083,23.494005767831474,23.494005767831474,7.360037416920729,7.360037416920729,7.360037416920729,5.711346842336542,5.711346842336542,5.711346842336542,1.6486905745841998,1.6486905745841998,1.6486905745841998,0.0,0.0,0.0,30.854043184752204,Iced Matcha Latte
2010-12-02 09:41:00,23.494672368772243,-58.233124275600424,120.17913919872531,23.494672368772243,23.494672368772243,4.536678957685857,4.536678957685857,4.536678957685857,2.853063250878472,2.853063250878472,2.853063250878472,1.6836157068073823,1.6836157068073823,1.6836157068073823,0.0,0.0,0.0,28.0313513264581,Iced Matcha Latte
2010-12-02 09:44:00,23.494839019007436,-63.87708280515424,118.74713592970718,23.494839019007436,23.494839019007436,3.8637476875882064,3.8637476875882064,3.8637476875882064,2.1716672184576415,2.1716672184576415,2.1716672184576415,1.6920804691305553,1.6920804691305553,1.6920804691305553,0.0,0.0,0.0,27.35858670659564,Iced Matcha Latte
2010-12-02 10:54:00,23.498727524495262,-68.42631449135445,112.63630544149211,23.498727524495262,23.498727524495262,-4.42710853741194,-4.42710853741194,-4.42710853741194,-6.285832541148923,-6.285832541148923,-6.285832541148923,1.8587240037369874,1.8587240037369874,1.8587240037369874,0.0,0.0,0.0,19.071618987083323,Iced Matcha Latte
2010-12-02 10:56:00,23.49883862465206,-77.5583962952695,104.93754075121902,23.49883862465206,23.49883862465206,-4.43686854801241,-4.43686854801241,-4.43686854801241,-6.299470883311404,-6.299470883311404,-6.299470883311404,1.8626023352989836,1.8626023352989836,1.8626023352989836,0.0,0.0,0.0,19.06197007663965,Iced Matcha Latte
2010-12-02 12:23:00,23.503671481472644,-68.35655724983563,118.1960645441535,23.503671481472644,23.503671481472644,-0.09093189497076921,-0.09093189497076921,-0.09093189497076921,-2.073689772147503,-2.073689772147503,-2.073689772147503,1.9827578771767398,1.9827578771767398,1.9827578771767398,0.0,0.0,0.0,23.412739586501875,Iced Matcha Latte
2010-12-02 12:25:00,23.503782581629437,-66.87337613733327,110.72720293775104,23.503782581629437,23.503782581629437,-0.010900113739255122,-0.010900113739255122,-0.010900113739255122,-1.995295300412177,-1.995295300412177,-1.995295300412177,1.9843951866729286,1.9843951866729286,1.9843951866729286,0.0,0.0,0.0,23.492882467890183,Iced Matcha Latte
2010-12-02 13:49:00,23.508448788214828,-69.64697089375359,111.18493033212631,23.508448788214828,23.508448788214828,-1.5128284366842808,-1.5128284366842808,-1.5128284366842808,-3.5201173224462883,-3.5201173224462883,-3.5201173224462883,2.0072888857620037,2.0072888857620037,2.0072888857620037,0.0,0.0,0.0,21.995620351530548,Iced Matcha Latte
2010-12-02 14:04:00,23.509282039390794,-67.97292404567283,118.73811276279348,23.509282039390794,23.509282039390794,-2.370582754423657,-2.370582754423657,-2.370582754423657,-4.372561686178165,-4.372561686178165,-4.372561686178165,2.0019789317545076,2.0019789317545076,2.0019789317545076,0.0,0.0,0.0,21.138699284967135,Iced Matcha Latte
2010-12-02 14:06:00,23.509393139547587,-68.80890061495379,115.82309906734574,23.509393139547587,23.509393139547587,-2.483113413692289,-2.483113413692289,-2.483113413692289,-4.484170628387527,-4.484170628387527,-4.484170628387527,2.001057214695237,2.001057214695237,2.001057214695237,0.0,0.0,0.0,21.026279725855296,Iced Matcha Latte
2010-12-02 14:42:00,23.5113929423699,-73.81368826963677,111.26780293193546,23.5113929423699,23.5113929423699,-4.145531040581469,-4.145531040581469,-4.145531040581469,-6.121448904150651,-6.121448904150651,-6.121448904150651,1.9759178635691923,1.9759178635691923,1.9759178635691923,0.0,0.0,0.0,19.365861901788428,Iced Matcha Latte
2010-12-02 15:24:00,23.513726045662594,-78.47961206045923,106.0095921214601,23.513726045662594,23.513726045662594,-4.802153796349292,-4.802153796349292,-4.802153796349292,-6.728504128753233,-6.728504128753233,-6.728504128753233,1.9263503324039444,1.9263503324039444,1.9263503324039444,0.0,0.0,0.0,18.711572249313303,Iced Matcha Latte
2010-12-02 15:26:00,23.513837145819387,-79.02892363791172,104.16959254074789,23.513837145819387,23.513837145819387,-4.805293668410455,-4.805293668410455,-4.805293668410455,-6.728747391971773,-6.728747391971773,-6.728747391971773,1.923453723561312,1.923453723561312,1.923453723561312,0.0,0.0,0.0,18.70854347740893,Iced Matcha Latte
2010-12-02 15:40:00,23.514614846916956,-74.57951433236124,112.24213482784545,23.514614846916956,23.514614846916956,-4.802380074340966,-4.802380074340966,-4.802380074340966,-6.704208539593723,-6.704208539593723,-6.704208539593723,1.9018284652527637,1.9018284652527637,1.9018284652527637,0.0,0.0,0.0,18.71223477257599,Iced Matcha Latte
2010-12-02 17:24:00,23.520392055070296,-80.20653065571746,104.18438414208745,23.520392055070296,23.520392055070296,-9.772514011259993,-9.772514011259993,-9.772514011259993,-11.442052511551433,-11.442052511551433,-11.442052511551433,1.669538500291424,1.669538500291424,1.669538500291424,0.0,0.0,0.0,13.747878043810303,Iced Matcha Latte
2010-12-02 17:48:00,23.52172525695184,-78.24068615547472,100.40499566696401,23.52172525695184,23.52172525695184,-12.211996806329799,-12.211996806329799,-12.211996806329799,-13.810778109790247,-13.810778109790247,-13.810778109790247,1.598781303460443,1.598781303460443,1.598781303460443,0.0,0.0,0.0,11.30972845062204,Iced Matcha Latte
2010-12-02 18:15:00,23.52322510906857,-82.18171866982269,98.78012300391221,23.52322510906857,23.52322510906857,-13.608887975527379,-13.608887975527379,-13.608887975527379,-15.120824716596553,-15.120824716596553,-15.120824716596553,1.5119367410691638,1.5119367410691638,1.5119367410691638,0.0,0.0,0.0,9.91433713354119,Iced Matcha Latte
2010-12-03 10:33:00,23.577553085741346,-69.2637678522878,111.1615384101919,23.577553085741346,23.577553085741346,-8.915645419579207,-8.915645419579207,-8.915645419579207,-5.424140244008646,-5.424140244008646,-5.424140244008646,-3.491505175570551,-3.491505175570551,-3.491505175570551,0.0,0.0,0.0,14.66190766616214,Iced Matcha Latte
2010-12-03 10:43:00,23.57810858652532,-77.44496872725666,103.33551052345669,23.57810858652532,23.57810858652532,-9.531791007132869,-9.531791007132869,-9.531791007132869,-6.005929585057484,-6.005929585057484,-6.005929585057484,-3.525861422075379,-3.525861422075379,-3.525861422075379,0.0,0.0,0.0,14.046317579392452,Iced Matcha Latte
2010-12-03 11:19:00,23.580108389347632,-80.51003304126947,105.0874106889589,23.580108389347632,23.580108389347632,-9.424593496123519,-9.424593496123519,-9.424593496123519,-5.782957253454559,-5.782957253454559,-5.782957253454559,-3.641636242668965,-3.641636242668965,-3.641636242668965,0.0,0.0,0.0,14.155514893224113,Iced Matcha Latte
2010-12-03 11:36:00,23.581052740680388,-72.79192598471246,104.39302311479518,23.581052740680388,23.581052740680388,-8.540462852751777,-8.540462852751777,-8.540462852751777,-4.848557521982207,-4.848557521982207,-4.848557521982207,-3.6919053307695706,-3.6919053307695706,-3.6919053307695706,0.0,0.0,0.0,15.040589887928611,Iced Matcha Latte
2010-12-03 14:18:00,23.590051853380785,-68.28848830629383,109.93735575745879,23.590051853380785,23.590051853380785,-9.142707828378693,-9.142707828378693,-9.142707828378693,-5.121959061129627,-5.121959061129627,-5.121959061129627,-4.020748767249066,-4.020748767249066,-4.020748767249066,0.0,0.0,0.0,14.447344025002092,Iced Matcha Latte
2010-12-03 14:27:00,23.590551804086363,-75.94269916106327,105.28358666728538,23.590551804086363,23.590551804086363,-9.578797702198706,-9.578797702198706,-9.578797702198706,-5.548027815881789,-5.548027815881789,-5.548027815881789,-4.030769886316906,-4.030769886316906,-4.030769886316906,0.0,0.0,0.0,14.011754101887657,Iced Matcha Latte
2010-12-03 14:54:00,23.5920516562031,-84.23472108774905,103.85001593980395,23.5920516562031,23.5920516562031,-10.495090147551986,-10.495090147551986,-10.495090147551986,-6.439573301054786,-6.439573301054786,-6.439573301054786,-4.055516846497199,-4.055516846497199,-4.055516846497199,0.0,0.0,0.0,13.096961508651114,Iced Matcha Latte
2010-12-03 15:19:00,23.593440408163037,-80.764338066317,101.50291385382315,23.593440408163037,23.593440408163037,-10.791805261539722,-10.791805261539722,-10.791805261539722,-6.7204957330015835,-6.7204957330015835,-6.7204957330015835,-4.07130952853815,-4.07130952853815,-4.07130952853815,0.0,0.0,0.0,12.801635146623315,Iced Matcha Latte
2010-12-05 10:52:00,23.73859276301576,-77.55724392399298,106.48040171214802,23.73859276301576,23.73859276301576,-11.768132416137046,-11.768132416137046,-11.768132416137046,-6.261188119416267,-6.261188119416267,-6.261188119416267,-5.506944296720785,-5.506944296720785,-5.506944296720785,0.0,0.0,0.0,11.970460346878713,Iced Matcha Latte
2010-12-05 10:58:00,23.738926063486144,-82.23332145446828,99.45299438132801,23.738926063486144,23.738926063486144,-11.839860833041627,-11.839860833041627,-11.839860833041627,-6.302435956306309,-6.302435956306309,-6.302435956306309,-5.537424876735318,-5.537424876735318,-5.537424876735318,0.0,0.0,0.0,11.899065230444517,Iced Matcha Latte
2010-12-05 11:12:00,23.73970376458371,-75.61199072160419,103.20090878381556,23.73970376458371,23.73970376458371,-11.662104908772593,-11.662104908772593,-11.662104908772593,-6.0549233863728045,-6.0549233863728045,-6.0549233863728045,-5.607181522399779,-5.607181522399779,-5.607181522399779,0.0,0.0,0.0,12.077598855811116,Iced Matcha Latte
2010-12-05 11:40:00,23.74125916677884,-76.32292587171489,111.06419494921052,23.74125916677884,23.74125916677884,-10.33440811104337,-10.33440811104337,-10.33440811104337,-4.593687334655709,-4.593687334655709,-4.593687334655709,-5.740720776387656,-5.740720776387656,-5.740720776387656,0.0,0.0,0.0,13.40685105573547,Iced Matcha Latte
2010-12-05 11:45:00,23.741536917170826,-77.90292676327905,103.71307412847136,23.741536917170826,23.741536917170826,-10.030476797700798,-10.030476797700798,-10.030476797700798,-4.266780799946867,-4.266780799946867,-4.266780799946867,-5.763695997753925,-5.763695997753925,-5.763695997753925,0.0,0.0,0.0,13.711060119470028,Iced Matcha Latte
2010-12-05 12:13:00,23.74309231936596,-76.34742427598985,107.16737421060567,23.74309231936596,23.74309231936596,-8.426032485708177,-8.426032485708177,-8.426032485708177,-2.538787824199902,-2.538787824199902,-2.538787824199902,-5.8872446615082765,-5.8872446615082765,-5.8872446615082765,0.0,0.0,0.0,15.317059833657783,Iced Matcha Latte
2010-12-05 12:44:00,23.74481437179628,-76.92621462991238,105.07801980808941,23.74481437179628,23.74481437179628,-7.544172295231181,-7.544172295231181,-7.544172295231181,-1.5307366379913623,-1.5307366379913623,-1.5307366379913623,-6.013435657239815,-6.013435657239815,-6.013435657239815,0.0,0.0,0.0,16.2006420765651,Iced Matcha Latte
2010-12-05 13:00:00,23.74570317305064,-78.56702987631638,110.28318605410908,23.74570317305064,23.74570317305064,-7.630307139986421,-7.630307139986421,-7.630307139986421,-1.556320241396054,-1.556320241396054,-1.556320241396054,-6.073986898590373,-6.073986898590373,-6.073986898590373,0.0,0.0,0.0,16.11539603306422,Iced Matcha Latte
2010-12-05 15:15:00,23.753202433634307,-87.20183313908333,101.94944419708409,23.753202433634307,23.753202433634307,-13.15201822296695,-13.15201822296695,-13.15201822296695,-6.704904540608362,-6.704904540608362,-6.704904540608362,-6.447113682358598,-6.447113682358598,-6.447113682358598,0.0,0.0,0.0,10.601184210667357,Iced Matcha Latte
2010-12-05 16:24:00,23.757035389043736,-82.13454039830681,91.74071456303356,23.757035389043736,23.757035389043736,-13.647573095991206,-13.647573095991206,-13.647573095991206,-7.1150508707688305,-7.1150508707688305,-7.1150508707688305,-6.532522225222374,-6.532522225222374,-6.532522225222374,0.0,0.0,0.0,10.10946229305253,Iced Matcha Latte
2010-12-06 09:58:00,23.815585171674723,-66.87522079346454,116.29587056828781,23.815585171674723,23.815585171674723,1.171830136311424,1.171830136311424,1.171830136311424,-0.7422215516448649,-0.7422215516448649,-0.7422215516448649,1.9140516879562965,1.9140516879562965,1.9140516879562965,0.0,0.0,0.0,24.987415307986147,Iced Matcha Latte
2010-12-06 10:05:00,23.815974022223507,-73.22798738119755,111.46835078280877,23.815974022223507,23.815974022223507,0.01320167146201378,0.01320167146201378,0.01320167146201378,-1.9994992260120545,-1.9994992260120545,-1.9994992260120545,2.0127008974740668,2.0127008974740668,2.0127008974740668,0.0,0.0,0.0,23.82917569368552,Iced Matcha Latte
2010-12-06 10:08:00,23.816140672458697,-66.30056107190636,114.58302449706157,23.816140672458697,23.816140672458697,-0.4370061317408327,-0.4370061317408327,-0.4370061317408327,-2.492015941681962,-2.492015941681962,-2.492015941681962,2.0550098099411356,2.0550098099411356,2.0550098099411356,0.0,0.0,0.0,23.379134540717864,Iced Matcha Latte
2010-12-06 10:19:00,23.81675172332107,-67.08698685487207,113.20946814796677,23.81675172332107,23.81675172332107,-1.8342606497043694,-1.8342606497043694,-1.8342606497043694,-4.044541660043956,-4.044541660043956,-4.044541660043956,2.210281010339593,2.210281010339593,2.210281010339593,0.0,0.0,0.0,21.9824910736167,Iced Matcha Latte
2010-12-06 11:38:00,23.821140179514476,-67.8806000245897,115.28728161554615,23.821140179514476,23.821140179514476,-1.3942090278423518,-1.3942090278423518,-1.3942090278423518,-4.722105998598829,-4.722105998598829,-4.722105998598829,3.3278969707564903,3.3278969707564903,3.3278969707564903,0.0,0.0,0.0,22.426931151672125,Iced Matcha Latte
2010-12-06 11:58:00,23.822251181082425,-65.16734829850948,120.30592241865831,23.822251181082425,23.822251181082425,0.19364697512893467,0.19364697512893467,0.19364697512893467,-3.4165868967155193,-3.4165868967155193,-3.4165868967155193,3.6102338718444367,3.6102338718444367,3.6102338718444367,0.0,0.0,0.0,24.01589815621136,Iced Matcha Latte
2010-12-06 12:06:00,23.822695581709606,-66.8129145345141,121.49801381533108,23.822695581709606,23.822695581709606,0.7962179949381787,0.7962179949381787,0.7962179949381787,-2.926738984719084,-2.926738984719084,-2.926738984719084,3.7229569796572677,3.7229569796572677,3.7229569796572677,0.0,0.0,0.0,24.618913576647785,Iced Matcha Latte
2010-12-06 13:35:00,23.827639538686984,-63.20050904851787,113.64574816729687,23.827639538686984,23.827639538686984,2.2007956154812325,2.2007956154812325,2.2007956154812325,-2.761997791035326,-2.761997791035326,-2.761997791035326,4.962793406516555,4.962793406516555,4.962793406516555,0.0,0.0,0.0,26.028435154168218,Iced Matcha Latte
2010-12-06 13:59:00,23.828972740568528,-70.99297568093064,116.8660689747296,23.828972740568528,23.828972740568528,1.2009367173843133,1.2009367173843133,1.2009367173843133,-4.089772326536314,-4.089772326536314,-4.089772326536314,5.290709043920624,5.290709043920624,5.290709043920624,0.0,0.0,0.0,25.02990945795284,Iced Matcha Latte
2010-12-06 14:05:00,23.82930604103891,-72.05134926168206,124.03201156219798,23.82930604103891,23.82930604103891,0.9436336300643196,0.9436336300643196,0.9436336300643196,-4.428500982513037,-4.428500982513037,-4.428500982513037,5.372134612577355,5.372134612577355,5.372134612577355,0.0,0.0,0.0,24.77293967110323,Iced Matcha Latte
2010-12-06 14:36:00,23.831028093469232,-58.49403961521269,123.59356329765696,23.831028093469232,23.831028093469232,-0.1256835815160835,-0.1256835815160835,-0.1256835815160835,-5.914580394382289,-5.914580394382289,-5.914580394382289,5.7888968128662075,5.7888968128662075,5.7888968128662075,0.0,0.0,0.0,23.70534451195315,Iced Matcha Latte
2010-12-06 15:14:00,23.83313899644834,-65.5896204914918,121.566603989945,23.83313899644834,23.83313899644834,-0.40992126959365194,-0.40992126959365194,-0.40992126959365194,-6.699546877633983,-6.699546877633983,-6.699546877633983,6.289625608040321,6.289625608040321,6.289625608040321,0.0,0.0,0.0,23.423217726854688,Iced Matcha Latte
2010-12-06 15:35:00,23.834305548094687,-63.18076273111374,114.2341549170327,23.834305548094687,23.834305548094687,-0.15496668701590663,-0.15496668701590663,-0.15496668701590663,-6.715878810591011,-6.715878810591011,-6.715878810591011,6.560912123575099,6.560912123575099,6.560912123575099,0.0,0.0,0.0,23.67933886107878,Iced Matcha Latte
2010-12-06 16:57:00,23.838860654523284,-67.34252710223284,111.42653608039268,23.838860654523284,23.838860654523284,-1.3405938806571502,-1.3405938806571502,-1.3405938806571502,-8.917130131896611,-8.917130131896611,-8.917130131896611,7.576536251239478,7.576536251239478,7.576536251239478,0.0,0.0,0.0,22.498266773866135,Iced Matcha Latte
2010-12-07 09:13:00,23.893077531039264,-46.2711524474442,133.3996904196284,23.893077531039264,23.893077531039264,19.836710499229234,19.836710499229234,19.836710499229234,9.618591397945156,9.618591397945156,9.618591397945156,10.218119101284078,10.218119101284078,10.218119101284078,0.0,0.0,0.0,43.729788030268494,Iced Matcha Latte
2010-12-07 09:51:00,23.895188434018372,-60.44178026416556,125.57009532748316,23.895188434018372,23.895188434018372,10.573909483585,10.573909483585,10.573909483585,0.6544623237360911,0.6544623237360911,0.6544623237360911,9.919447159848911,9.919447159848911,9.919447159848911,0.0,0.0,0.0,34.46909791760337,Iced Matcha Latte
2010-12-07 10:04:00,23.89591058503754,-57.070162523871126,115.25745676438872,23.89591058503754,23.89591058503754,7.9824359130161415,7.9824359130161415,7.9824359130161415,-1.8290062464989447,-1.8290062464989447,-1.8290062464989447,9.811442159515094,9.811442159515094,9.811442159515094,0.0,0.0,0.0,31.87834649805368,Iced Matcha Latte
2010-12-07 11:30:00,23.900687891779725,-61.47593789673223,123.57853763326632,23.900687891779725,23.900687891779725,3.8151448472166547,3.8151448472166547,3.8151448472166547,-5.211831541190246,-5.211831541190246,-5.211831541190246,9.0269763884069,9.0269763884069,9.0269763884069,0.0,0.0,0.0,27.71583273899638,Iced Matcha Latte
2010-12-07 11:45:00,23.901521142955687,-61.86702571026781,128.04329131313278,23.901521142955687,23.901521142955687,4.611687769978797,4.611687769978797,4.611687769978797,-4.266780800880672,-4.266780800880672,-4.266780800880672,8.878468570859479,8.878468570859479,8.878468570859479,0.0,0.0,0.0,28.513208912934484,Iced Matcha Latte
2010-12-07 13:01:00,23.90574297079061,-58.766818189367434,125.89370111175747,23.90574297079061,23.90574297079061,6.508152237941707,6.508152237941707,6.508152237941707,-1.5703785430238826,-1.5703785430238826,-1.5703785430238826,8.078530780965592,8.078530780965592,8.078530780965592,0.0,0.0,0.0,30.413895208732317,Iced Matcha Latte
2010-12-07 13:13:00,23.906409575185595,-63.549425459484134,121.15659033892051,23.906409575185595,23.906409575185595,6.101143662026958,6.101143662026958,6.101143662026958,-1.8443778285319214,-1.8443778285319214,-1.8443778285319214,7.945521490558884,7.945521490558884,7.945521490558884,0.0,0.0,0.0,30.007553237212555,Iced Matcha Latte
2010-12-07 13:16:00,23.906576226284344,-59.03312227018419,119.79244825019599,23.906576226284344,23.906576226284344,5.970888171416499,5.970888171416499,5.970888171416499,-1.9411166058472964,-1.9411166058472964,-1.9411166058472964,7.912004777263792,7.912004777263792,7.912004777263792,0.0,0.0,0.0,29.87746439770084,Iced Matcha Latte
2010-12-07 13:18:00,23.90668732701684,-62.0935892281544,125.67782440624129,23.90668732701684,23.90668732701684,5.878302880943554,5.878302880943554,5.878302880943554,-2.0112995699579397,-2.0112995699579397,-2.0112995699579397,7.88960245090149,7.88960245090149,7.88960245090149,0.0,0.0,0.0,29.784990207960394,Iced Matcha Latte
2010-12-07 13:28:00,23.907242830679333,-66.04166028147938,115.8976981442704,23.907242830679333,23.907242830679333,5.353696468691961,5.353696468691961,5.353696468691961,-2.4232097562497326,-2.4232097562497326,-2.4232097562497326,7.776906224941697,7.776906224941697,7.776906224941697,0.0,0.0,0.0,29.260939299371294,Iced Matcha Latte
2010-12-07 13:53:00,23.908631589835554,-64.60598780091884,115.49261515991742,23.908631589835554,23.908631589835554,3.7430029323308305,3.7430029323308305,3.7430029323308305,-3.7473453045428227,-3.7473453045428227,-3.7473453045428227,7.490348236873645,7.490348236873645,7.490348236873645,0.0,0.0,0.0,27.651634522166386,Iced Matcha Latte
2010-12-07 15:28:00,23.913908874629207,-68.7697851674976,115.5682164878504,23.913908874629207,23.913908874629207,-0.3807591370966178,-0.3807591370966178,-0.3807591370966178,-6.727605992133042,-6.727605992133042,-6.727605992133042,6.34684685503642,6.34684685503642,6.34684685503642,0.0,0.0,0.0,23.53314973753259,Iced Matcha Latte
2010-12-07 15:31:00,23.914075525727956,-68.53581948568718,121.13805099876325,23.914075525727956,23.914075525727956,-0.41423796919747397,-0.41423796919747397,-0.41423796919747397,-6.723770642854155,-6.723770642854155,-6.723770642854155,6.309532673656689,6.309532673656689,6.309532673656689,0.0,0.0,0.0,23.499837556530483,Iced Matcha Latte
2010-12-07 15:48:00,23.91501988195419,-70.15603000713573,115.4956577866001,23.91501988195419,23.91501988195419,-0.593586102624071,-0.593586102624071,-0.593586102624071,-6.690504592901076,-6.690504592901076,-6.690504592901076,6.096918490276998,6.096918490276998,6.096918490276998,0.0,0.0,0.0,23.32143377933012,Iced Matcha Latte
2010-12-07 16:20:00,23.916797493674157,-65.19626925727295,119.70100410103562,23.916797493674157,23.916797493674157,-1.311386750204672,-1.311386750204672,-1.311386750204672,-7.003183716732593,-7.003183716732593,-7.003183716732593,5.691796966527917,5.691796966527917,5.691796966527917,0.0,0.0,0.0,22.605410743469484,Iced Matcha Latte
